data_snapshot,ano,numero_requisicao,pn,status_atual,valor_total,situacao_previsao,dias_atraso
2026-07-09,2025,LSS246013U8,9910333-1,Embarcado,1058.05,Sem data definida,
2026-07-09,2025,LSS268001U8,S2558-3,Empenho Aprovado,1623.32,Sem data definida,
2026-07-09,2025,LSS274002U8,2641018-26,Empenho Aprovado,8116.37,Sem data definida,
2026-07-09,2025,LSS232015U8,C-40323-83,Cancelado,2287.8,Cancelado,
2026-07-09,2025,LSS232016U8,3038589P24,Cancelado,1927.98,Cancelado,
2026-07-09,2025,LSS240002U8,B-4743,Embarcado,3410.3,Sem data definida,
2026-07-09,2025,LSS232010U8,A1635-117,Embarcado,49.0,Sem data definida,
2026-07-09,2025,LSS134005U8,A1635-117,Embarcado,1499.2,Sem data definida,
2026-07-09,2025,LSS023007U8,A1635-117,Embarcado,195.0,Sem data definida,
2026-07-09,2025,LSS076008U8,A-1635-136,Cancelado,270.0,Cancelado,
2026-07-09,2025,LSS056010U8,5-780-47-071,Aguardando Validação,0.0,Sem data definida,
2026-07-09,2025,LSS162013U8,S3346-1,Recebida na Comissão,214.76,Sem data definida,
2026-07-09,2025,LSS225044U8,A-1635-163,Recebida no Solicitante,131.64,Sem data definida,
2026-07-09,2025,LSS225045U8,A-1636-38,Recebida Parcialmente no Solicitant,10.68,Sem data definida,
2026-07-09,2025,LSS225046U8,A-2513-90,Recebida no Solicitante,215.1,Sem data definida,
2026-07-09,2025,LSS023022U8,A-4564,Recebida no Solicitante,201.0,Sem data definida,
2026-07-09,2025,LSS023005U8,A-1633-71,Embarcado,231.2,Sem data definida,
2026-07-09,2025,LSS085009U8,066-03300,Cancelado,4037.55,Cancelado,
2026-07-09,2025,LSS261017U8,799-1,Item Deserto,14415.2,Sem data definida,
2026-07-09,2025,LSS234167U8,B-4772,Recebida no Solicitante,37.24,Sem data definida,
2026-07-09,2025,LSS234168U8,B-5121,Embarcado,366.38,Sem data definida,
2026-07-09,2025,LSS234169U8,B-5406,Cancelado,1077.7,Cancelado,
2026-07-09,2025,LSS259001U8,2641011-5,Empenho Aprovado,3528.63,Sem data definida,
2026-07-09,2025,LSS237009U8,B-6707,Embarcado,164.7,Sem data definida,
2026-07-09,2025,LSS023021U8,A-3483,Embarcado,216.0,Sem data definida,
2026-07-09,2025,LSS027002U8,A-1635-121,Recebida Parcialmente no Solicitant,977.0,Sem data definida,
2026-07-09,2025,LSS027006U8,B-5509,Aguardando validação,3087.55,Sem data definida,
2026-07-09,2025,LSS027001U8,A1633-56,Item Deserto,281.5,Sem data definida,
2026-07-09,2025,LSS224169U8,A-1635-149,Recebida no Solicitante,48.96,Sem data definida,
2026-07-09,2025,LSS253001U8,DAAS-A-010-1,Item Deserto,21596.08,Sem data definida,
2026-07-09,2025,LSS238004U8,B-5986,Recebida no Solicitante,1333.02,Sem data definida,
2026-07-09,2025,LSS023013U8,A1638-25,Embarcado,360.0,Sem data definida,
2026-07-09,2025,LSS239006U8,E-7856,Embarcado,3875.1,Sem data definida,
2026-07-09,2025,LSS023003U8,A1633-119,Embarcado,388.62,Sem data definida,
2026-07-09,2025,LSS023015U8,A1639-3,Cancelado,229.6,Cancelado,
2026-07-09,2025,LSS239004U8,A1633-56,Empenho Aprovado,10987.96,Sem data definida,
2026-07-09,2025,LSS239005U8,C-5453,Recebida no Solicitante,6146.85,Sem data definida,
2026-07-09,2025,LSS023008U8,A-1635-149,Embarcado,209.6,Sem data definida,
2026-07-09,2025,LSS237007U8,B-5986,Cancelado,158.31,Cancelado,
2026-07-09,2025,LSS023004U8,A1633-59,Embarcado,269.4,Sem data definida,
2026-07-09,2025,LSS023019U8,A-2501,Embarcado,259.8,Sem data definida,
2026-07-09,2025,LSS267002U8,S1053K22T144.00,Empenho Aprovado,1945.32,Sem data definida,
2026-07-09,2025,LSS175005U8,AE3663231B0132,Embarcado,321.6,Sem data definida,
2026-07-09,2025,LSS237008U8,B-5987,Cancelado,2261.6,Cancelado,
2026-07-09,2025,LSS072017U8,R221485,Cancelado,10.0,Cancelado,
2026-07-09,2025,LSS176001U8,1H75-21,Item Deserto,11579.68,Sem data definida,
2026-07-09,2025,LSS023017U8,A1639-4,Recebida Parcialmente no Solicitant,202.5,Sem data definida,
2026-07-09,2025,LSS023023U8,A-4880-1,Recebida no Solicitante,235.56,Sem data definida,
2026-07-09,2025,LSS149002U8,S3354-2,Empenho Aprovado,204.3,Sem data definida,
2026-07-09,2025,LSS155004U8,106GA0,Empenho Aprovado,46014.8,Sem data definida,
2026-07-09,2025,LSS265003U8,2682001-1,Empenho Aprovado,11444.7,Sem data definida,
2026-07-09,2025,LSS245014U8,DD2W,Embarcado,1012.8,Sem data definida,
2026-07-09,2025,LSS056011U8,5100-035,Aguardando Validação,0.0,Sem data definida,
2026-07-09,2025,LSS136003U8,106GA0,Empenho Aprovado,46014.8,Sem data definida,
2026-07-09,2025,LSS259005U8,S1915-3,Embarcado,322.83,Sem data definida,
2026-07-09,2025,LSS238003U8,B-5406,Item Deserto,3233.1,Sem data definida,
2026-07-09,2025,LSS023020U8,A-2513-90,Embarcado,151.8,Sem data definida,
2026-07-09,2025,LSS155003U8,106GA0,Recebida na Comissão,46014.8,Sem data definida,
2026-07-09,2025,LSS155006U8,AE3663231B0146,Embarcado,285.66,Sem data definida,
2026-07-09,2025,LSS023012U8,A1636-9,Embarcado,232.5,Sem data definida,
2026-07-09,2025,LSS238005U8,C-5022,Recebida na Comissão,13357.3,Sem data definida,
2026-07-09,2025,LSS232007U8,A1633-114,Recebida no Solicitante,154.77,Sem data definida,
2026-07-09,2025,LSS232008U8,A1633-119,Recebida no Solicitante,183.06,Sem data definida,
2026-07-09,2025,LSS232009U8,A1633-59,Recebida no Solicitante,33.7,Sem data definida,
2026-07-09,2025,LSS073003U8,5111602-16,Embarcado,1352.5,Sem data definida,
2026-07-09,2025,LSS080004U8,A-1635-121,Embarcado,4885.0,Sem data definida,
2026-07-09,2025,LSS077012U8,2601271-18,Embarcado,40846.45,Sem data definida,
2026-07-09,2025,LSS092014U8,A-2513-90,Recebida no Solicitante,348.3,Sem data definida,
2026-07-09,2025,LSS223011U8,2615018-1,Cancelado,828.04,Cancelado,
2026-07-09,2025,LSS023026U8,B-5987,Recebida no Solicitante,377.94,Sem data definida,
2026-07-09,2025,LSS023027U8,B-6131,Recebida no Solicitante,218.35,Sem data definida,
2026-07-09,2025,LSS023028U8,B-6172,Recebida no Solicitante,215.4,Sem data definida,
2026-07-09,2025,LSS023029U8,B-6707,Recebida no Solicitante,210.7,Sem data definida,
2026-07-09,2025,LSS056009U8,A1633-56,Recebida no Solicitante,3031.38,Sem data definida,
2026-07-09,2025,LSS262006U8,453-5000-710,Empenho Aprovado,75932.46,Sem data definida,
2026-07-09,2025,LSS223009U8,MS24694-S135,Cancelado,207.6,Cancelado,
2026-07-09,2025,LSS056008U8,A1639-3,Recebida no Solicitante,328.0,Sem data definida,
2026-07-09,2025,LSS153053U8,2615035-5,Recebida no Solicitante,359.02,Sem data definida,
2026-07-09,2025,LSS156010U8,164-22201,Embarcado,1959.36,Sem data definida,
2026-07-09,2025,LSS156016U8,R221487,Embarcado,651.2,Sem data definida,
2026-07-09,2025,LSS156017U8,NAS147-97,Embarcado,97.94,Sem data definida,
2026-07-09,2025,LSS164001U8,2653048-13,Embarcado,411.32,Sem data definida,
2026-07-09,2025,LSS164002U8,2653048-7,Embarcado,599.23,Sem data definida,
2026-07-09,2025,LSS050003U8,106GA-0,Recebida no Solicitante,118672.2,Sem data definida,
2026-07-09,2025,LSS153040U8,NAS76A7-022,Embarcado,200.52,Sem data definida,
2026-07-09,2025,LSS153046U8,S133-6P625,Embarcado,205.88,Sem data definida,
2026-07-09,2025,LSS153047U8,S2418-3,Embarcado,215.4,Sem data definida,
2026-07-09,2025,LSS153048U8,2643013-1,Embarcado,534.38,Sem data definida,
2026-07-09,2025,LSS153050U8,2615035-6,Embarcado,376.13,Sem data definida,
2026-07-09,2025,LSS153051U8,2611112-3,Embarcado,506.96,Sem data definida,
2026-07-09,2025,LSS153052U8,SK208-157A2,Embarcado,7554.8,Sem data definida,
2026-07-09,2025,LSS071012U8,2682004-1,Volume no Solicitante,421.59,Sem data definida,
2026-07-09,2025,LSS153045U8,R221520,Recebida na Comissão,323.84,Sem data definida,
2026-07-09,2025,LSS223010U8,S1981-7,Cancelado,207.04,Cancelado,
2026-07-09,2025,LSS153039U8,B4864,Embarcado,205.86,Sem data definida,
2026-07-09,2025,LSS153049U8,S3461-59,Embarcado,210.3,Sem data definida,
2026-07-09,2025,LSS056007U8,B-4743,Aguardando Validação,1779.05,Sem data definida,
2026-07-09,2025,LSS181002U8,W123-10,Cancelado,700.0,Cancelado,
2026-07-09,2025,LSS251004U8,2615033-1,Embarcado,495.55,Sem data definida,
2026-07-09,2025,LSS023002U8,A1633-114,Embarcado,232.5,Sem data definida,
2026-07-09,2025,LSS023001U8,600-001-10,Volume no Solicitante,223.25,Sem data definida,
2026-07-09,2025,LSS023006U8,A1633-82,Embarcado,205.7,Sem data definida,
2026-07-09,2025,LSS056012U8,A-1637-18,Aguardando Validação,0.0,Sem data definida,
2026-07-09,2025,LSS056006U8,C-5022,Recebida na Comissão,7808.0,Sem data definida,
2026-07-09,2025,LSS023018U8,A1750-6,Recebida no Solicitante,214.2,Sem data definida,
2026-07-09,2025,LSS023024U8,A-5567,Recebida no Solicitante,286.32,Sem data definida,
2026-07-09,2025,LSS023025U8,B-5986,Recebida no Solicitante,348.06,Sem data definida,
2026-07-09,2025,LSS239002U8,C-5503,Item Deserto,4397.8,Sem data definida,
2026-07-09,2025,LSS245017U8,2606013-2,Item Deserto,29471.44,Sem data definida,
2026-07-09,2025,LSS290002U8,F222086,Empenho Aprovado,260.28,Sem data definida,
2026-07-09,2025,LSS251003U8,2643055-5,Recebida na Comissão,1788.21,Sem data definida,
2026-07-09,2025,LSS254005U8,050-02568-0013,Item Deserto,5118.16,Sem data definida,
2026-07-09,2025,LSS261005U8,2641018-25,Empenho Aprovado,6661.06,Sem data definida,
2026-07-09,2025,LSS240005U8,B-6172,Embarcado,202.8,Sem data definida,
2026-07-09,2025,LSS247002U8,AE3663163K0600,Embarcado,9251.0,Sem data definida,
2026-07-09,2025,LSS266013U8,2662021-4,Recebida na Comissão,3895.61,Sem data definida,
2026-07-09,2025,LSS052003U8,P7036368-01,Recebida no Solicitante,172629.08,Sem data definida,
2026-07-09,2025,LSS119001U8,A-3483,Recebida no Solicitante,217.75,Sem data definida,
2026-07-09,2025,LSS119002U8,A-4564,Recebida no Solicitante,244.03,Sem data definida,
2026-07-09,2025,LSS119003U8,B-5987,Recebida no Solicitante,386.58,Sem data definida,
2026-07-09,2025,LSS119004U8,ADAS-C-031-1,Cancelado,10.0,Cancelado,
2026-07-09,2025,LSS119005U8,E-7856,Recebida no Solicitante,4254.88,Sem data definida,
2026-07-09,2025,LSS119006U8,C-5503,Cancelado,100.0,Cancelado,
2026-07-09,2025,LSS119007U8,A1639-4,Cancelado,12.15,Cancelado,
2026-07-09,2025,LSS119008U8,A1639-3,Cancelado,196.8,Cancelado,
2026-07-09,2025,LSS119009U8,B-6131,Embarcado,691.35,Sem data definida,
2026-07-09,2025,LSS119010U8,A1633-114,Embarcado,237.6,Sem data definida,
2026-07-09,2025,LSS232007U8,A1633-114,Recebida no Solicitante,154.77,Sem data definida,
2026-07-09,2025,LSS232008U8,A1633-119,Recebida no Solicitante,183.06,Sem data definida,
2026-07-09,2025,LSS232009U8,A1633-59,Recebida no Solicitante,33.7,Sem data definida,
2026-07-09,2025,LSS232010U8,A1635-117,Embarcado,49.0,Sem data definida,
2026-07-09,2025,LSS262006U8,453-5000-710,Empenho Aprovado,75932.46,Sem data definida,
2026-07-09,2025,LSS261017U8,799-1,Item Deserto,14415.2,Sem data definida,
2026-07-09,2025,LSS234167U8,B-4772,Recebida no Solicitante,37.24,Sem data definida,
2026-07-09,2025,LSS234168U8,B-5121,Embarcado,366.38,Sem data definida,
2026-07-09,2025,LSS234169U8,B-5406,Cancelado,1077.7,Cancelado,
2026-07-09,2025,LSS259001U8,2641011-5,Empenho Aprovado,3528.63,Sem data definida,
2026-07-09,2025,LSS239002U8,C-5503,Item Deserto,4397.8,Sem data definida,
2026-07-09,2025,LSS245017U8,2606013-2,Item Deserto,29471.44,Sem data definida,
2026-07-09,2025,LSS290002U8,F222086,Empenho Aprovado,260.28,Sem data definida,
2026-07-09,2025,LSS251003U8,2643055-5,Recebida na Comissão,1788.21,Sem data definida,
2026-07-09,2025,LSS254005U8,050-02568-0013,Item Deserto,5118.16,Sem data definida,
2026-07-09,2025,LSS261005U8,2641018-25,Empenho Aprovado,6661.06,Sem data definida,
2026-07-09,2025,LSS240005U8,B-6172,Embarcado,202.8,Sem data definida,
2026-07-09,2025,LSS247002U8,AE3663163K0600,Embarcado,9251.0,Sem data definida,
2026-07-09,2025,LSS266013U8,2662021-4,Recebida na Comissão,3895.61,Sem data definida,
2026-07-09,2025,LSS052003U8,P7036368-01,Recebida no Solicitante,172629.08,Sem data definida,
2026-07-09,2025,LSS119001U8,A-3483,Recebida no Solicitante,217.75,Sem data definida,
2026-07-09,2025,LSS119002U8,A-4564,Recebida no Solicitante,244.03,Sem data definida,
2026-07-09,2025,LSS119003U8,B-5987,Recebida no Solicitante,386.58,Sem data definida,
2026-07-09,2025,LSS119004U8,ADAS-C-031-1,Cancelado,10.0,Cancelado,
2026-07-09,2025,LSS119005U8,E-7856,Recebida no Solicitante,4254.88,Sem data definida,
2026-07-09,2025,LSS119006U8,C-5503,Cancelado,100.0,Cancelado,
2026-07-09,2025,LSS119007U8,A1639-4,Cancelado,12.15,Cancelado,
2026-07-09,2025,LSS119008U8,A1639-3,Cancelado,196.8,Cancelado,
2026-07-09,2025,LSS119009U8,B-6131,Embarcado,691.35,Sem data definida,
2026-07-09,2025,LSS119010U8,A1633-114,Embarcado,237.6,Sem data definida,
2026-07-09,2025,LSS119011U8,B-6172,Recebida no Solicitante,215.7,Sem data definida,
2026-07-09,2025,LSS119012U8,S2357-3,Recebida no Solicitante,211.8,Sem data definida,
2026-07-09,2025,LSS119013U8,1270483-2,Cancelado,50.0,Cancelado,
2026-07-09,2025,LSS119014U8,A-1633-71,Recebida no Solicitante,227.2,Sem data definida,
2026-07-09,2025,LSS119016U8,C-5453,Embarcado,2250.68,Sem data definida,
2026-07-09,2025,LSS097008U8,A1639-32,Recebida no Solicitante,5898.0,Sem data definida,
2026-07-09,2025,LSS127001U8,S3461-78,Embarcado,217.26,Sem data definida,
2026-07-09,2025,LSS135004U8,2615042-1,Empenho Aprovado,647.0,Sem data definida,
2026-07-09,2025,LSS141002U8,2611112-2,Volume no Solicitante,526.96,Sem data definida,
2026-07-09,2025,LSS143004U8,S2800-366,Embarcado,390.52,Sem data definida,
2026-07-09,2025,LSS058001U8,C-5022,Embarcado,7859.9,Sem data definida,
2026-07-09,2025,LSS027003U8,A-1635-166,Embarcado,2673.18,Sem data definida,
2026-07-09,2025,LSS027004U8,B-5363,Embarcado,2179.26,Sem data definida,
2026-07-09,2025,LSS027005U8,B-5406,Recebida no Solicitante,4520.25,Sem data definida,
2026-07-09,2025,LSS146002U8,C668050-1103,Recebida no Solicitante,8221.0,Sem data definida,
2026-07-09,2025,LSS135001U8,B-5986,Embarcado,237.04,Sem data definida,
2026-07-09,2025,LSS023009U8,A-1635-159,Embarcado,962.28,Sem data definida,
2026-07-09,2025,LSS023010U8,A-1635-163,Embarcado,542.64,Sem data definida,
2026-07-09,2025,LSS023011U8,A-1636-38,Embarcado,222.6,Sem data definida,
2026-07-09,2025,LSS023014U8,A-1638-36,Embarcado,241.56,Sem data definida,
2026-07-09,2025,LSS023016U8,A1639-32,Embarcado,429.6,Sem data definida,
2026-07-09,2025,LSS113002U8,AE713797-002,Embarcado,570.56,Sem data definida,
2026-07-09,2025,LSS113003U8,AE3663162E0120,Embarcado,350.96,Sem data definida,
2026-07-09,2025,LSS113004U8,46-4686,Embarcado,297.99,Sem data definida,
2026-07-09,2025,LSS113005U8,050-02568-0013,Item Deserto,3276.75,Sem data definida,
2026-07-09,2025,LSS113006U8,067-06700,Recebida no Solicitante,976.83,Sem data definida,
2026-07-09,2025,LSS113007U8,LP-1010-GT,Cancelado,20.0,Cancelado,
2026-07-09,2025,LSS136001U8,1570301-1,Volume no Solicitante,3313.34,Sem data definida,
2026-07-09,2026,LST063003U8,A-5567,Mapa Gerado,516.34,No prazo,
2026-07-09,2026,LST064003U8,A-1635-136,Mapa Gerado,191.04,No prazo,
2026-07-09,2026,LST070002U8,A-1636-32,Mapa Gerado,314.56,No prazo,
2026-07-09,2026,LST070004U8,S2614-8-2,Mapa Gerado,1859.13,No prazo,
2026-07-09,2026,LST070005U8,B-5406,Mapa Gerado,1572.48,No prazo,
2026-07-09,2026,LST070006U8,B-6131,Mapa Gerado,1148.68,No prazo,
2026-07-09,2026,LST070007U8,5111602-16,Validada,1250.4,No prazo,
2026-07-09,2026,LST070011U8,A-2513-80,Mapa Gerado,174.0,No prazo,
2026-07-09,2026,LST071015U8,S2655-1,Validada,588.8,No prazo,
2026-07-09,2026,LST075005U8,LM600-60,Validada,862.68,No prazo,
2026-07-09,2026,LST075007U8,1680-628,Item Deserto,4224.9,Sem data definida,
2026-07-09,2026,LST077001U8,LP-1010-GT,Mapa Gerado,2292.34,No prazo,
2026-07-09,2026,LST077004U8,850C86-2,Mapa Gerado,10768.59,No prazo,
2026-07-09,2026,LST085001U8,SE1070-7,Análise do Pedido,11325.54,No prazo,
2026-07-09,2026,LST086003U8,A-5522,Validada,140.58,No prazo,
2026-07-09,2026,LST091001U8,S2837-1,Análise do Pedido,1076.62,No prazo,
2026-07-09,2026,LST091005U8,S2814-2,Validada,672.56,No prazo,
2026-07-09,2026,LST091006U8,F2552-070,Validada,905.64,No prazo,
2026-07-09,2026,LST091008U8,2601347-1,Validada,340.73,No prazo,
2026-07-09,2026,LST091009U8,2650113-5,Validada,752.6,No prazo,
2026-07-09,2026,LST097003U8,A-1896,Mapa Gerado,285.3,No prazo,
2026-07-09,2026,LST097005U8,B4978,Mapa Gerado,274.86,No prazo,
2026-07-09,2026,LST097012U8,A-2230-7,Mapa Gerado,245.6,No prazo,
2026-07-09,2026,LST098001U8,C145-00-46,Análise do Pedido,21612.9,No prazo,
2026-07-09,2026,LST103001U8,C-8317,Mapa Gerado,8029.04,No prazo,
2026-07-09,2026,LST145005U8,2601266-3,Validada,9269.4,No prazo,
2026-07-09,2026,LST173001U8,2643065-2,Validada,3940.44,No prazo,
2026-07-09,2026,LST173003U8,40SP100,Validada,24038.4,No prazo,
2026-07-09,2026,LST176001U8,-364875,Validada,9012.78,No prazo,
2026-07-09,2026,LST176002U8,2615140-2,Análise do Pedido,7890.0,No prazo,
2026-07-09,2026,LST176003U8,2621000-24,Análise do Pedido,15090.0,No prazo,
2026-07-09,2026,LST176004U8,2622185-22,Análise do Pedido,1527.63,No prazo,
2026-07-09,2026,LST176005U8,2662022-3,Validada,5078.8,No prazo,
2026-07-09,2026,LST176007U8,2600100-7,Análise do Pedido,828.12,No prazo,
2026-07-09,2026,LST176008U8,42854-11,Análise do Pedido,4016.16,No prazo,
2026-07-09,2026,LST176009U8,5950017-11,Análise do Pedido,2270.92,No prazo,
2026-07-09,2026,LST176010U8,6361620-11,Análise do Pedido,3100.05,No prazo,
2026-07-09,2026,LST176011U8,040-0043,Análise do Pedido,312.36,No prazo,
2026-07-09,2026,LST183007U8,C662041-0102,Análise do Pedido,15180.86,No prazo,
2026-07-10,2025,LSS246013U8,9910333-1,Embarcado,1058.05,Sem data definida,
2026-07-10,2025,LSS268001U8,S2558-3,Empenho Aprovado,1623.32,Sem data definida,
2026-07-10,2025,LSS274002U8,2641018-26,Empenho Aprovado,8116.37,Sem data definida,
2026-07-10,2025,LSS232015U8,C-40323-83,Cancelado,2287.8,Cancelado,
2026-07-10,2025,LSS232016U8,3038589P24,Cancelado,1927.98,Cancelado,
2026-07-10,2025,LSS240002U8,B-4743,Embarcado,3410.3,Sem data definida,
2026-07-10,2025,LSS232010U8,A1635-117,Embarcado,49.0,Sem data definida,
2026-07-10,2025,LSS134005U8,A1635-117,Embarcado,1499.2,Sem data definida,
2026-07-10,2025,LSS023007U8,A1635-117,Embarcado,195.0,Sem data definida,
2026-07-10,2025,LSS076008U8,A-1635-136,Cancelado,270.0,Cancelado,
2026-07-10,2025,LSS056010U8,5-780-47-071,Aguardando Validação,0.0,Sem data definida,
2026-07-10,2025,LSS162013U8,S3346-1,Recebida na Comissão,214.76,Sem data definida,
2026-07-10,2025,LSS225044U8,A-1635-163,Recebida no Solicitante,131.64,Sem data definida,
2026-07-10,2025,LSS225045U8,A-1636-38,Recebida Parcialmente no Solicitant,10.68,Sem data definida,
2026-07-10,2025,LSS225046U8,A-2513-90,Recebida no Solicitante,215.1,Sem data definida,
2026-07-10,2025,LSS023022U8,A-4564,Recebida no Solicitante,201.0,Sem data definida,
2026-07-10,2025,LSS023005U8,A-1633-71,Embarcado,231.2,Sem data definida,
2026-07-10,2025,LSS085009U8,066-03300,Cancelado,4037.55,Cancelado,
2026-07-10,2025,LSS261017U8,799-1,Item Deserto,14415.2,Sem data definida,
2026-07-10,2025,LSS234167U8,B-4772,Recebida no Solicitante,37.24,Sem data definida,
2026-07-10,2025,LSS234168U8,B-5121,Embarcado,366.38,Sem data definida,
2026-07-10,2025,LSS234169U8,B-5406,Cancelado,1077.7,Cancelado,
2026-07-10,2025,LSS259001U8,2641011-5,Empenho Aprovado,3528.63,Sem data definida,
2026-07-10,2025,LSS237009U8,B-6707,Embarcado,164.7,Sem data definida,
2026-07-10,2025,LSS023021U8,A-3483,Embarcado,216.0,Sem data definida,
2026-07-10,2025,LSS027002U8,A-1635-121,Recebida Parcialmente no Solicitant,977.0,Sem data definida,
2026-07-10,2025,LSS027006U8,B-5509,Aguardando validação,3087.55,Sem data definida,
2026-07-10,2025,LSS027001U8,A1633-56,Item Deserto,281.5,Sem data definida,
2026-07-10,2025,LSS224169U8,A-1635-149,Recebida no Solicitante,48.96,Sem data definida,
2026-07-10,2025,LSS253001U8,DAAS-A-010-1,Item Deserto,21596.08,Sem data definida,
2026-07-10,2025,LSS238004U8,B-5986,Recebida no Solicitante,1333.02,Sem data definida,
2026-07-10,2025,LSS023013U8,A1638-25,Embarcado,360.0,Sem data definida,
2026-07-10,2025,LSS239006U8,E-7856,Embarcado,3875.1,Sem data definida,
2026-07-10,2025,LSS023003U8,A1633-119,Embarcado,388.62,Sem data definida,
2026-07-10,2025,LSS023015U8,A1639-3,Cancelado,229.6,Cancelado,
2026-07-10,2025,LSS239004U8,A1633-56,Empenho Aprovado,10987.96,Sem data definida,
2026-07-10,2025,LSS239005U8,C-5453,Recebida no Solicitante,6146.85,Sem data definida,
2026-07-10,2025,LSS023008U8,A-1635-149,Embarcado,209.6,Sem data definida,
2026-07-10,2025,LSS237007U8,B-5986,Cancelado,158.31,Cancelado,
2026-07-10,2025,LSS023004U8,A1633-59,Embarcado,269.4,Sem data definida,
2026-07-10,2025,LSS023019U8,A-2501,Embarcado,259.8,Sem data definida,
2026-07-10,2025,LSS267002U8,S1053K22T144.00,Empenho Aprovado,1945.32,Sem data definida,
2026-07-10,2025,LSS175005U8,AE3663231B0132,Embarcado,321.6,Sem data definida,
2026-07-10,2025,LSS237008U8,B-5987,Cancelado,2261.6,Cancelado,
2026-07-10,2025,LSS072017U8,R221485,Cancelado,10.0,Cancelado,
2026-07-10,2025,LSS176001U8,1H75-21,Item Deserto,11579.68,Sem data definida,
2026-07-10,2025,LSS023017U8,A1639-4,Recebida Parcialmente no Solicitant,202.5,Sem data definida,
2026-07-10,2025,LSS023023U8,A-4880-1,Recebida no Solicitante,235.56,Sem data definida,
2026-07-10,2025,LSS149002U8,S3354-2,Empenho Aprovado,204.3,Sem data definida,
2026-07-10,2025,LSS155004U8,106GA0,Empenho Aprovado,46014.8,Sem data definida,
2026-07-10,2025,LSS265003U8,2682001-1,Empenho Aprovado,11444.7,Sem data definida,
2026-07-10,2025,LSS245014U8,DD2W,Embarcado,1012.8,Sem data definida,
2026-07-10,2025,LSS056011U8,5100-035,Aguardando Validação,0.0,Sem data definida,
2026-07-10,2025,LSS136003U8,106GA0,Empenho Aprovado,46014.8,Sem data definida,
2026-07-10,2025,LSS259005U8,S1915-3,Embarcado,322.83,Sem data definida,
2026-07-10,2025,LSS238003U8,B-5406,Item Deserto,3233.1,Sem data definida,
2026-07-10,2025,LSS023020U8,A-2513-90,Embarcado,151.8,Sem data definida,
2026-07-10,2025,LSS155003U8,106GA0,Recebida na Comissão,46014.8,Sem data definida,
2026-07-10,2025,LSS155006U8,AE3663231B0146,Embarcado,285.66,Sem data definida,
2026-07-10,2025,LSS023012U8,A1636-9,Embarcado,232.5,Sem data definida,
2026-07-10,2025,LSS238005U8,C-5022,Recebida na Comissão,13357.3,Sem data definida,
2026-07-10,2025,LSS232007U8,A1633-114,Recebida no Solicitante,154.77,Sem data definida,
2026-07-10,2025,LSS232008U8,A1633-119,Recebida no Solicitante,183.06,Sem data definida,
2026-07-10,2025,LSS232009U8,A1633-59,Recebida no Solicitante,33.7,Sem data definida,
2026-07-10,2025,LSS073003U8,5111602-16,Embarcado,1352.5,Sem data definida,
2026-07-10,2025,LSS080004U8,A-1635-121,Embarcado,4885.0,Sem data definida,
2026-07-10,2025,LSS077012U8,2601271-18,Embarcado,40846.45,Sem data definida,
2026-07-10,2025,LSS092014U8,A-2513-90,Recebida no Solicitante,348.3,Sem data definida,
2026-07-10,2025,LSS223011U8,2615018-1,Cancelado,828.04,Cancelado,
2026-07-10,2025,LSS023026U8,B-5987,Recebida no Solicitante,377.94,Sem data definida,
2026-07-10,2025,LSS023027U8,B-6131,Recebida no Solicitante,218.35,Sem data definida,
2026-07-10,2025,LSS023028U8,B-6172,Recebida no Solicitante,215.4,Sem data definida,
2026-07-10,2025,LSS023029U8,B-6707,Recebida no Solicitante,210.7,Sem data definida,
2026-07-10,2025,LSS056009U8,A1633-56,Recebida no Solicitante,3031.38,Sem data definida,
2026-07-10,2025,LSS262006U8,453-5000-710,Empenho Aprovado,75932.46,Sem data definida,
2026-07-10,2025,LSS223009U8,MS24694-S135,Cancelado,207.6,Cancelado,
2026-07-10,2025,LSS056008U8,A1639-3,Recebida no Solicitante,328.0,Sem data definida,
2026-07-10,2025,LSS153053U8,2615035-5,Recebida no Solicitante,359.02,Sem data definida,
2026-07-10,2025,LSS156010U8,164-22201,Embarcado,1959.36,Sem data definida,
2026-07-10,2025,LSS156016U8,R221487,Embarcado,651.2,Sem data definida,
2026-07-10,2025,LSS156017U8,NAS147-97,Embarcado,97.94,Sem data definida,
2026-07-10,2025,LSS164001U8,2653048-13,Embarcado,411.32,Sem data definida,
2026-07-10,2025,LSS164002U8,2653048-7,Embarcado,599.23,Sem data definida,
2026-07-10,2025,LSS050003U8,106GA-0,Recebida no Solicitante,118672.2,Sem data definida,
2026-07-10,2025,LSS153040U8,NAS76A7-022,Embarcado,200.52,Sem data definida,
2026-07-10,2025,LSS153046U8,S133-6P625,Embarcado,205.88,Sem data definida,
2026-07-10,2025,LSS153047U8,S2418-3,Embarcado,215.4,Sem data definida,
2026-07-10,2025,LSS153048U8,2643013-1,Embarcado,534.38,Sem data definida,
2026-07-10,2025,LSS153050U8,2615035-6,Embarcado,376.13,Sem data definida,
2026-07-10,2025,LSS153051U8,2611112-3,Embarcado,506.96,Sem data definida,
2026-07-10,2025,LSS153052U8,SK208-157A2,Embarcado,7554.8,Sem data definida,
2026-07-10,2025,LSS071012U8,2682004-1,Volume no Solicitante,421.59,Sem data definida,
2026-07-10,2025,LSS153045U8,R221520,Recebida na Comissão,323.84,Sem data definida,
